id,name,ability,firstNightReminder,otherNightReminder,remindersGlobal,reminders
nightwatchman,שומר לילה,"פעם אחת במשחק, תבחר שחקן: הוא לומד מי אתה.","שומר הלילה רשאי להצביע על שחקן. תעיר את השחקן הזה, תראה לו ""הדמות הזו בחרה אותך"" ואת אסימון שומר הלילה, ואז תצביע על השחקן של שומר הלילה.","שומר הלילה רשאי להצביע על שחקן. תעיר את השחקן הזה, תראה לו ""הדמות הזו בחרה אותך"" ואת אסימון שומר הלילה, ואז תצביע על השחקן של שומר הלילה.",,אין יכולת
noble,אציל,"אתה מתחיל בלדעת שלושה שחקנים, שרק אחד מהם הוא רע.","תצביע ל3 שחקנים שהדמות של אחד מהם היא רעה, בסדר אקראי",,,נראה
nodashii,נו דאשי,"בכל לילה*, תבחר שחקן: הוא מת. שני השכנים תושבי העיירה שלך הם שיכורים.",,הנו דאשי מצביע על שחקן. הוא מת.,,"מת, מורעל"
oracle,אורקל,"בכל לילה*, אתה לומד כמה שחקנים מתים הם רעים.",,"תראה מספר עם היד (0,1,2,..) של מספר הרעים המתים.",,
organgrinder,Organ Grinder,All players keep their eyes closed when voting & the vote tally is secret. Votes for you only count if you vote.,,,,About to die
pacifist,פציפיסט,שחקנים טובים שהוצאו להורג עלולים לא למות.,,,,
philosopher,פילוסוף,"פעם אחת במשחק, בלילה, תבחר דמות טובה: תקבל את היכולת שלה. אם הדמות הזו במשחק, השחקן שלה שיכור.","הפילוסוף מנדנד את ראשו לשלילה או מצביע על דמות טובה בדף הדמות שלו. אם הוא בחר בדמות: תחליף את האסימון של הדמות הזו עם האסימון של הפילוסוף. אם הדמות הזו במשחק, שים את סממן ה""שיכור"" על הדמות ואת סממן ""לא הפילוסוף"" על הפילוסוף.","אם הפילוסוף עוד לא השתמש ביכולת שלו: הפילוסוף מנדנד את ראשו לשלילה או מצביע על דמות טובה בדף הדמות שלו. אם הוא בחר בדמות: תחליף את האסימון של הדמות הזו עם האסימון של הפילוסוף. אם הדמות הזו במשחק, שים את סממן ה""שיכור"" על הדמות ואת סממן ""לא הפילוסוף"" על הפילוסוף.","שיכור, לא הפילוסוף",
pithag,קרואלה,"בכל לילה*, תבחרי שחקן ודמות שהוא הופך אליה (אם לא במשחק). אם נוצר שד הלילה, מיתות הלילה יקבעו באופן שרירותי.",,"קרואלה מצביעה על שחקן ועל דמות בדף הדמויות. אם הדמות הזו לא במשחק, תעיר את השחקן ותראה לו ""אתה"" ואת אסימון הדמות הרלוונטית. אם הדמות הזו במשחק, כלום לא קורה.",,
pixie,פיה,"את מתחילה בידיעה של דמות תושב-עיירה אחת שבמשחק. אם את היית ""משוגעת"" שאת הדמות הזו, את מקבלת את היכולת שלה כשהיא מתה.",תראה לפיה אסימון של דמות תושב-עיירה שנמצאת במשחק.,,,"משוגע, יש יכולת"
po,פו,"בכל לילה*, אתה רשאי לבחור שחקן: הוא מת. אם הבחירה האחרונה שלך הייתה אף אחד, תבחר 3 שחקנים הלילה.",,אם פו לא בחר אף אחד בלילה הקודם: פו מצביע על 3 שחקנים. אחרת: פו מנדנד את ראשו לשלילה או מצביע על שחקן. מי שנבחר כך מת.,,"מת, 3 התקפות"
poisoner,מרעיל,"בכל לילה, תבחר שחקן: הוא מורעלים הלילה ומחר.",המרעיל מצביע על שחקן. הוא מורעל.,השחקן שהורעל בלילה הקודם כבר לא מורעל. המרעיל מצביע על שחקן. הוא מורעל.,,מורעל
politician,פוליטיקאי,"אם היית הדמות הכי אחראית לכך שהקבוצה שלך הפסידה, אתה עובר קבוצה ומנצח, אפילו אם אתה מת.",,,,
poppygrower,מגדל פרג,"משרתים ושדים לא יודעים אחד על השני. אם אתה מת, הם ילמדו הלילה אחד על השני.",אל תודיע למשרתים ולשד אחד על השני.,"אם מגדל הפרג מת, תודיע לשד ולמשרתים אחד על השני.",,רעים מתעוררים
preacher,דרשן,"בכל לילה, תבחר שחקן: אם בחרת במשרת, הוא לומד את זה. כל משרת שבחרת בו הוא חסר יכולת.","הדרשן בוחר שחקן. אם הוא בחר במשרת, תעיר את המשרת ותראה לו ""הדמות הזו בחרה אותך"" ואת אסימון הדרשן.","הדרשן בוחר שחקן. אם הוא בחר במשרת, תעיר את המשרת ותראה לו ""הדמות הזו בחרה אותך"" ואת אסימון הדרשן.",,בדרשה
professor,פרופסור,"פעם אחת במשחק, בלילה*, תבחר שחקן מת: אם הוא תושב עיירה, הוא חוזר לחיים.",,"אם הפרופסור לא השתמש ביכולת שלו: הפרופסור מנדנד את ראשו לשלילה, או שהוא מצביע על שחקן. אם נבחר תושב-עיירה, הוא חזור לחיים.",,"חי, אין יכולת"
psychopath,פסיכופת,"בכל יום, לפני הצבעות, אתה רשאי להכריז בפומבי על שחקן: הוא מת. אם מוציאים אותך להורג, אתה מת רק אם הפסדת באבן נייר ומספריים למי שהציע אותך להצבעה.",,,,
pukka,פוקה,"בכל לילה, תבחר שחקן: הוא מורעל. השחקן המורעל הקודם מת והופך לבריא.","הפוקה מצביע על שחקן, הוא מורעל.","הפוקה מצביע על שחקן, הוא מורעל, השחקן המורעל הקודם מת.",,"מורעל, מת"
puzzlemaster,פותר החידות,"שחקן אחד הוא שיכור, אפילו אם אתה מת. אם אתה מנחש (פעם אחת) מי השיכור, אתה יודע מי השחקן של השד, אבל אם תנחש לא נכון, תקבל מידע שגוי.",,,,"שיכור, ניחוש בוזבז"
ravenkeeper,שומר העורבים,"אם אתה מת בלילה, אתה מתעורר ובוחר שחקן: אתה לומד מה הדמות שלו.",,"אם שומר העורבים מת הלילה: שומר העורבים מצביע על שחקן, תראה לו את אסימון הדמות של השחקן הזה.",,
recluse,מתבודד,"אתה עלול להיחשב כרע וכמשרת או שד, אפילו אם אתה מת.",,,,
revolutionary,מהפכן,"יש 2 שחקנים שכנים מאותה הקבוצה. פעם אחת במשחק, אחד מהם נחשב בקבוצה השנייה.",,,,"נחשב כטוב, נחשב כרע"
riot,מהומה,"מי שמציעים להצבעה מת, אבל הוא רשאי גם להציע שוב בעצמו ישר אחרי (ביום השלישי, הוא חייב). אחרי יום 3, הרעים מנצחים. [כל המשרתים הם מהומה]",,,,
sage,משכיל,"אם השד הורג אותך, אתה לומד שזה אחד מבין 2 שחקנים.",,"אם המשכיל נהרג ע""י שד: תצביע על שני שחקנים, אחד מהם הוא השד.",,
sailor,ימאי,"בכל לילה, תבחר שחקן חי: או אתה או הוא שיכור עד השחר. אתה לא יכול למות.",הימאי מצביע על שחקן חי. או הימאי או השחקן הנבחר שיכורים.,השחקן השיעור הקודם כבר לא שיכור. הימאי מצביע על שחקן חי. או הימאי או השחקן הנבחר שיכורים.,,שיכור
saint,קדוש,"אם אתה מת ע""י הוצאה להורג, הקבוצה שלך מפסידה.",,,,
savant,מלומד,"בכל יום, אתה רשאי לבקר את מספר הסיפורים וללמוד 2 דברים: אחד מהם הוא אמת ואחד הוא שקר.",,,,
scapegoat,שעיר לעזאזל,"אם שחקן מהקבוצה שלך מוצא להורג, אתה עלול להיות מוצא להורג במקומו.",,,,
scarletwoman,אשת הארגמן,"אם יש לפחות 5 שחקנים חיים והשד מת, את הופכת לשד (מטייליים לא נחשבים).",,"אם אשת הארגמן הפכה לשד היום: תראה לה את קלף ""את"" ואת אסימון השד.",,שד
seamstress,תופרת,"פעם אחת במשחק, בלילה, תבחרי 2 שחקנים (לא את עצמך): את לומדת אם הם מאותה הקבוצה.",התופרת מנדנדת את ראשה לשלילה או מצביעה על 2 שחקנים. תנענע בראש כן או תנדנד לשלילה בהתאם להאם הם מאותה הקבוצה.,אם התופרת עוד לא השתמשה ביכולת שלה: התופרת מנדנדת את ראשה לשלילה או מצביעה על 2 שחקנים. תנענע בראש כן או תנדנד לשלילה בהתאם להאם הם מאותה הקבוצה.,,אין יכולת
sentinel,שומר,עלול להיות זר אחד יותר או פחות במשחק.,,,,
shabaloth,שבלות',"בכל לילה*, תבחר 2 שחקנים: הם מתים. שחקן מת שבחרת בלילה הקודם עלול לחזור לחיים.",,שחקן אחד ששבלות' בחר בלילה הקודם עלול לחזור לחיים. השבלות' מצביע על 2 שחקנים. הם מתים.,,"מת, חי"
slayer,קוטל,"פעם אחת במשחק, במהלך היום, תכריז בפומבי על שחקן: אם הוא השד, הוא מת.",,,,אין יכולת
snakecharmer,מהפנט נחשים,"בכל לילה, תבחר שחקן חי: אם בחרת בשד אתה מחליף דמויות וקבוצות איתו, ואז הוא מורעל.",מהפנט הנחשים מצביע על שחקן. אם השחקן הזה הוא השד: תחליף את הדמויות והקבוצות של השד ושל מהפנט הנחשים. תעיר כל אחד מהם ותראה להם את הדמות והקבוצה החדשה שלהם. מהפנט הנחשים החדש מורעל.,מהפנט הנחשים מצביע על שחקן. אם השחקן הזה הוא השד: תחליף את הדמויות והקבוצות של השד ושל מהפנט הנחשים. תעיר כל אחד מהם ותראה להם את הדמות והקבוצה החדשה שלהם. מהפנט הנחשים החדש מורעל.,,מורעל
snitch,מלשן,משרתים מתחילים עם ידיעה של 3 דמויות שלא במשחק.,"אחרי שהמשרתים מתעוררים ומקבלים מידע, תראה לכל משרת 3 אסימוני דמויות שלא במשחק. הם יכולים להיות אותו הדבר או שונים בין כל משרת ובין השד.",,,
soldier,חייל,אתה מוגן מהשד.,,,,
spiritofivory,רוח השנהב,לא יכול להיות יותר מדמות רעה נוספת אחת.,,,,אין רעים נוספים
spy,מרגל,"בכל לילה, אתה רואה את הגרימואר. אתה עלול להיחשב כטוב וכדמות תושב-עיירה או זר, אפילו אם אתה מת.",תראה את הגרימואר למרגל לכמה זמן שהוא צריך.,תראה את הגרימואר למרגל לכמה זמן שהוא צריך.,,
steward,Steward,You start knowing 1 good player.,Point to 1 good player.,,,Know
stormcatcher,לוכד סערות,"תגיד שם של דמות טובה. אם היא במשחק, היא יכולה למות רק ע""י הוצאה להורג, אבל דמויוות רעות יודעות מי השחקן של הדמות הזו.",,,,מוגן
sweetheart,מותק,"כשאת מתה, שחקן אחד הוא שיכור מעכשיו והלאה.",,"אם המותק מתה, תבחר שחקן שיהיה שיכור.",,שיכור
tealady,נערת התה,"אם שני השכנים שלך הם טובים, הם לא יכולים למות.",,,,לא יכול למות
thief,גנב,"בכל לילה, תבחר שחקן (לא את עצמך): ההצבעה שלו נחשבת כשלילית מחר.","הגנב מצביע על שחקן. שים את אסימון ה""הצבעה שלילית"" ליד אסימון השחקן שנבחר.","הגנב מצביע על שחקן. שים את אסימון ה""הצבעה שלילית"" ליד אסימון השחקן שנבחר.",,הצבעה שלילית
tinker,פחח,אתה עלול למות בכל רגע.,,הפחח עלול למות.,,מת
towncrier,כרוז עירוני,"בכל לילה*,  אתה לומד אם משרת העלה להצבעה היום.",,"תנענע בראשך לחיוב או תנדנד לשלילה בהתאם להאם משרת הצביע היום. תוסיף את סממן ""משרת לא הצביע היום"".",,"משרת העלה להצבעה, משרת לא העלה להצבעה"
toymaker,יצרן הצעצועים,השד רשאי לבחור לא לתקוף וחייב לעשות את זה לפחות פעם אחת במשחק. שחקנים רעים מקבלים מידע התחלתי כרגיל.,,,,אין התקפה
undertaker,קברן,"בכל לילה*, אתם לומדים איזו דמות מתה היום בהוצאה להורג.",,אם שחקן הוצא להורג היום: תראה את אסימון הדמות של השחקן הזה לקברן.,,הוצא להורג
vigormortis,ויגורמורטיס,"בכל לילה*, תבחר שחקן: הוא מת. משרתים שאתה הורג שומרים את היכולת שלהם ומרעילים תושב-עיירה אחד ששכן להם. [-1 זר]",,"הויגורמורטיס מצביע על שחקן. הוא מת. אם משרת מת ככה, הוא משאיר את היכולת שלו ואחד מהשכנים שלו הופך למורעל.",,"מת, יש יכולת, מורעל"
virgin,בתול,"הפעם הראשונה שמעלים אותך להצבעה, אם מי שהעמיד אותך הוא תושב-עיירה, הוא מוצא להורג ישירות.",,,,אין יכולת
vizier,Vizier,"All players know who you are. You can not die during the day. If good voted, you may choose to execute immediately.",Announce 'The Vizier is in play' and state which player they are.,,,
vortox,וורטוקס,"בכל לילה*, תבחר שחקן: הוא מת. יכולות של תושבי-עיירה נותנות מידע שגוי. בכל יום, אם אף אחד לא הוצא להורג, הרוע מנצח.",,הוורטוקס מצביע על שחקן. הוא מת.,,מת
voudon,וודון,רק אתה והמתים יכולים להצביע. הם לא צריכים אסימון הצבעה בשביל להצביע כך. לא צריך רוב של 50%.,,,,
washerwoman,כובסת,את מתחילה בידיעה שאחד מתוך שני שחקנים הוא תושב-עיירה ספציפי.,"תראה אסימון דמות של תושב-עיירה שבמשחק לכובסת. תצביע על שני שחקנים, שאחד מהם זה הדמות שנחשפה.",,,"תושב-עיירה, לא תושב-עיירה"
widow,אלמנה,"בלילה הראשון שלך, תסתכלי בגרימואר ותבחרי שחקן: הוא מורעל. שחקן טוב אחד יודע שהאלמנה במשחק.","תראה את הגרימואר לאלמנה לכמה זמן שהיא צריכה. האלמנה מצביעה על שחקן. השחקן הזה מורעל. תעיר שחקן טוב כלשהו. תראה לו את קלף ""הדמות הזו במשחק"" ואז את אסימון ה""אלמנה"".",,יודע,מורעל
witch,מכשפה,"בכל לילה, תבחרי שחקן: אם הוא מעלה להצבעה מחר, הוא מת. אם רק 3 שחקנים חיים, את מאבדת את היכולת הזו.",המכשפה מצביעה על שחקן. אם הוא מעלה להצבעה מחר הוא מת ישירות.,אם יותר מ4 שחקנים חיים: המכשפה מצביעה על שחקן. אם הוא מעלה להצבעה מחר הוא מת ישירות.,,מקולל
zombuul,זומבול,"בכל לילה*, אם אף אחד לא מת היום, תבחר שחקן: הוא מת. הפעם הראשונה שאתה מת, אתה חי אבל נחשב כמת.",,אם אף אחד לא מת במהלך היום: הזומבול מצביע על שחקן. השחקן הזה מת.,,"מתו היום, מת"
