id,name,ability,firstNightReminder,otherNightReminder,remindersGlobal,reminders
mutant,Đột biến,"Nếu bạn ""điên' rằng mình là Lữ khách, có thể bạn bị Hành Quyết.",,,,
nightwatchman,Người gác đêm,"Một lần trong game, trong đêm, chọn 1 người: họ biết bạn là ai.","Người gác đêm có thể chỉ 1 người. Gọi người đó dậy, cho xem lá 'Nhân vật này chọn bạn' và thẻ Người gác đêm, và chỉ Người gác đêm.","Người gác đêm có thể chỉ 1 người. Gọi người đó dậy, cho xem lá 'Nhân vật này chọn bạn' và thẻ Người gác đêm, và chỉ Người gác đêm.",,Hết chức năng
noble,Quý tộc,"Bạn bắt đầu biết 3 người, 1 và chỉ 1 người là ác.","Chỉ 3 người trong đó có người ác, không theo thứ tự.",,,Thấy
nodashii,No Dashii,"Mỗi đêm*, chọn 1 người: họ chết. 2 hàng xóm Dân làng của bạn trúng độc.",,No Dashii chỉ 1 người. Người đó chết.,,"Chết,Trúng độc"
oracle,Tiên tri,"Mỗi đêm*, bạn biết có bao nhiêu người chết là Phe Xấu.",,"Cho xem dấu hiệu số (0, 1, 2, v.v.) bằng số Phe Xấu đã chết.",,
organgrinder,Organ Grinder,All players keep their eyes closed when voting & the vote tally is secret. Votes for you only count if you vote.,,,,About to die
pacifist,Hòa bình,Người tốt bị hành quyết có thể không chết.,,,,
philosopher,Triết gia,"Chỉ 1 lần duy nhất, trong đêm, chọn 1 nhân vật Phe Tốt: nhận chức năng đó. Nếu nhân vật này đã có trong làng, họ sẽ bị say.","Nếu Triết gia không dùng chức năng, họ có thể lắc đầu. Nếu Triết gia muốn chọn nhân vật, họ chỉ vào tờ của họ. Tráo thẻ nhân vật của Triết gia với nhân vật ngoài cuộc. Hoặc, nếu nhân vật này trong cuộc, đánh dấu ""Say"" cạnh nhân vật đó và thẻ ""là Triết gia"" cạnh Triết gia.","Nếu Triết gia không dùng chức năng, họ có thể lắc đầu. Nếu Triết gia muốn chọn nhân vật, họ chỉ vào tờ của họ. Tráo thẻ nhân vật của Triết gia với nhân vật ngoài cuộc. Hoặc, nếu nhân vật này trong cuộc, đánh dấu ""Say"" cạnh nhân vật đó và thẻ ""là Triết gia"" cạnh Triết gia.","Say,là Triết gia",
pithag,Pit-Hag,"Mỗi đêm*, chọn 1 người & 1 nhân vật mà họ biến thành (nếu ngoài cuộc). Nếu Quỷ được sinh ra, cái chết xảy ra ngẫu nhiên.",,"Pit-hag chỉ 1 người và nhân vật trong tờ của họ. Nếu nhân vật này ở ngoài cuộc, gọi người đó dậy và cho họ xem lá 'Bạn là' và thẻ nhân vật liên quan. Nếu nhân vật này ở trong cuộc, không có gì xảy ra.",,
pixie,Tiểu tiên,"Bạn biết 1 Dân làng trong cuộc. Nếu bạn điên rằng bạn là nhân vật này, bạn nhân chức năng của họ khi họ chết.",Cho Tiểu tiên xem 1 thẻ nhân vật của Dân làng trong cuộc.,,,"Điên,Có chức năng"
po,Po,"Mỗi đêm*, bạn có thể chọn 1 người: họ chết. Nếu lựa chọn trước là không ai cả, chọn 3 người tối nay.",,"Nếu Po không chọn ai đêm trước: Po chỉ 3 người. Ngược lại: Po có thể lắc đầu, hoặc chỉ 1 người. Người được chọn chết",,"Chết,3 tấn công"
poisoner,Độc thủ,"Mỗi đêm, chọn 1 người, họ sẽ bị đầu độc cho đến hết ngày hôm sau.","Độc thủ chỉ 1 người. Đánh dấu là ""Trúng độc""","Người bị trúng độc trước đó không còn bị trúng độc. Kẻ đầu độc chỉ 1 người. Chuyển ""Trúng độc"" sang người mới.",,Trúng độc
politician,Chính trị gia,"Nếu bạn chịu trách nhiệm lớn nhất đến sự thất bạn của đội bạn, bạn đổi phe và thắng, ngay cả khi chết.",,,,
poppygrower,Người trồng hoa,"Quỷ & Tay sai không biết nhau. Nếu bạn chết, họ biết nhau trong đêm đó.",Không cho Quỷ/Tay sai biết nhau,"Nếu Người trồng hoa chết, cho Quỷ/Tay sai biết nhau.",,Ác thức dậy
preacher,Mục sư,"Mỗi đêm, chọn 1 người: Tay sai, nếu được chọn, biết điều đó. Tất cả Tay sai được chọn không có chức năng.","Mục sư chọn 1 người. Nếu Tay sai được chọn, gọi Tay sai dậy và cho xem lá ""Nhân vật này chọn bạn"" và thẻ Mục sư.","Mục sư chọn 1 người. Nếu Tay sai được chọn, gọi Tay sai dậy và cho xem lá ""Nhân vật này chọn bạn"" và thẻ Mục sư.",,Đang nghe đạo
professor,Giáo sư,"Một lần trong game, trong đêm*, chọn người chết: Nếu họ là Dân làng, họ được hồi sinh.",,"Nếu Giáo sư chưa dùng chức năng: Giáo sư có thể lắc đầu hoặc chỉ 1 người. Nếu người đó là Dân làng, họ được sống lại.",,"Sống,Hết chức năng"
psychopath,Người tâm thần,"Mỗi ngày, trước biểu quyết, bạn có thể công khai chọn 1 người: họ chết. Nếu bị hành quyết, bạn chỉ chết khi bạn thua oẳn tù tì.",,,,
pukka,Pukka,"Mỗi đêm, chọn 1 người: họ trúng độc. Người trúng độc trước đó chết rồi khỏe lại.",Pukka chỉ 1 người. Người đó bị trúng độc.,Pukka chỉ 1 người. Người đó bị trúng độc. Người trúng độc trước đó chết.,,"Trúng độc,Chết"
puzzlemaster,Bậc thầy câu đố,"1 người bị say rượu, ngay cả khi bạn chết. Nếu bạn đoán (1 lần) người đó là ai, biết Quỷ là ai, nhưng đoán sai & nhận thông tin sai.",,,,"Say,Đã đoán"
ravenkeeper,Nuôi quạ,"Nếu bạn chết trong đêm, bạn được gọi dậy để chọn 1 người: bạn biết nhân vật của họ.",,Nếu Nuôi quạ chết trong đêm: Nuôi quạ chỉ 1 người. Cho xem thẻ nhân vật của người đó.,,
recluse,Người ẩn dật,"Bạn bị tính là Tay Sai hoặc Quỷ cho các chức năng khác, kể cả khi chết.",,,,
revolutionary,Cách mạng,"2 người ngồi cạnh nhau được biết là cùng phe. Một lần trong game, một trong số họ thấy sai.",,,,Thấy sai?
riot,Nổi loạn,"Người được biểu quyết chết, nhưng họ có thể biểu quyết ngay lập tức (trong ngày 3, họ bắt buộc). After day 3, evil wins. [All Minions are Riot]",,,,
sage,Hiền nhân,"Nếu bạn bị Quỷ giết, bạn sẽ biết nó là 1 trong 2 người.",,"Nếu Hiền nhân bị giết bởi Quỷ: Chỉ 2 người, một trong số họ là Quỷ.",,
sailor,Thủy thủ,"Mỗi đêm, chọn người sống: Bạn hoặc họ bị say đến hoàng hôn. Bạn không thể chết.",Thủy thủ chỉ người sống. Thủy thủ hoặc người đó bị say.,Người bị say trước đó không còn bị say nữa. Thủy thủ chỉ 1 người. Thủy thủ hoặc người đó bị say.,,Say
saint,Thánh,"Nếu bạn bị Hành Quyết, phe bạn thua.",,,,
savant,Nhà bác học,"Mỗi ngày, bạn có thể gặp Quản trò để học 2 điều: 1 đúng và 1 sai.",,,,
scapegoat,Hiến tế,"Nếu người cùng phe bạn bị hành quyết, bạn có thể bị hành quyết thay.",,,,
scarletwoman,Phụ nữ đỏ,"Nếu còn 5 người trở lên còn sống & Quỷ chết, bạn trở thành Quỷ. (Không tính Du khách)",,"Nếu Phụ nữ đỏ trở thành Quỷ: Cho xem lá ""Bạn là"", và thẻ quỷ.",,Quỷ
seamstress,Thợ may,"Chỉ 1 lần duy nhất, trong đêm, chọn 2 người (không phải mình): bạn biết họ có cùng phe hay không.","Nếu Thợ may không dùng chức năng của họ: Thợ may có thể lắc đầu không. Nếu Thợ may chọn 2 người, lắc đầu hoặc gật đầu tùy theo 2 người đó có cùng phe không.","Nếu Thợ may không dùng chức năng của họ: Thợ may có thể lắc đầu không. Nếu Thợ may chọn 2 người, lắc đầu hoặc gật đầu tùy theo 2 người đó có cùng phe không.",,Hết chức năng
sentinel,Lính gác,Có thể có thêm hoặc bớt 1 Lữ khách trong cuộc.,,,,
shabaloth,Shabaloth,"Mỗi đêm*, chọn 2 người: họ chết. 1 người chết đêm qua có thể bị nôn ra.",,Một người bị giết bởi Shabaloth đêm qua có thể được hồi sinh. Shabaloth chỉ 2 người. Những người đó chết.,,"Chết,Sống"
slayer,Diệt quỷ,"Chỉ 1 lần duy nhất, ban ngày, chọn 1 người công khai: Quỷ mà bị chọn thì sẽ chết.",,,,Hết chức năng
snakecharmer,Nuôi rắn,"Mỗi đêm, chọn người sống: Quỷ được chọn sẽ hoán đổi nhân vật & phe với bạn & sau đó bị trúng độc.","Nuôi rắn chỉ 1 người. Nếu người đó là Quỷ: hoán đổi nhân vật và phe của Quỷ và Nuôi rắn. Gọi mỗi người dậy để thông báo phe và nhân vật của họ. 
Nuôi rắn hoá thành Quỷ và đổi sang Phe Xấu.
Quỷ cũ hoá thành Nuôi rắn, và đổi sang Phe Tốt và bị trúng độc (không còn chức năng).","Nuôi rắn chỉ 1 người. Nếu người đó là Quỷ: hoán đổi nhân vật và phe của Quỷ và Nuôi rắn. Gọi mỗi người dậy để thông báo phe và nhân vật của họ. 
Nuôi rắn mới bị trúng độc (không còn chức năng).",,Trúng độc
snitch,Mách lẻo,Tay sai bắt đầu biết 3 nhân vật ngoài cuộc.,"Nếu Phụ nữ đỏ trở thành Quỷ: Cho xem lá ""Bạn là"", và thẻ quỷ.",,,
soldier,Chiến sĩ,Không bị ảnh hưởng bởi Quỷ.,,,,
spiritofivory,Thần ngà,Không thể có thêm quá 1 người ác.,,,,Không thêm ác
spy,Gián điệp,"Mỗi đêm, được xem Sách Ma Thuật. Có thể được tính là Dân làng hoặc Lữ khách cho các chức năng khác, kể cả khi chết.",Cho Gián điệp xem Sách ma thuật đến khi họ không cần nữa.,Cho Gián điệp xem Sách ma thuật đến khi họ không cần nữa.,,
steward,Steward,You start knowing 1 good player.,Point to 1 good player.,,,Know
stormcatcher,Người bắt bão,"Đọc tên nhân vật thiện. Nếu trong cuộc, họ chỉ có thể bị chết vì hành quyết, nhưng phe ác biết họ là ai.",,,,An toàn
sweetheart,Con cưng,"Khi bạn chết, 1 người sẽ bắt đầu bị say.",,Chọn 1 người để bị say.,,Say
tealady,Cô hầu trà,"Nếu cả 2 hàng xóm sống của bạn đều là thiện, họ không thể chết.",,,,Không thể chết
thief,Trộm,"Mỗi đêm, chọn 1 người (không phải bạn): phiếu của họ tính là âm ngày mai.","Trộm chỉ 1 người. Đắt đánh dấu ""Âm phiếu"" của trộm cạnh thẻ nhân vật của người được chọn.","Trộm chỉ 1 người. Đắt đánh dấu ""Âm phiếu"" của trộm cạnh thẻ nhân vật của người được chọn.",,Âm phiếu
tinker,Thợ vụng vặt,Có thể bạn chết bất cứ lúc nào.,,Có thể thợ vụng vặt chết.,,Chết
towncrier,Mõ làng,"Mỗi đêm*, bạn biết Tay Sai có chọn người để Biểu Quyết hôm nay hay không.",,"Gật đầu hoặc lắc đầu tùy theo việc Tay Sai có chọn người hay không. Đặt đánh dấu 'Tay sai chưa biểu quyết' (Bỏ 'Tay sai biểu quyết, nếu có).",,"Tay sai chưa biểu quyết,Tay sai biểu quyết"
toymaker,Người làm đồ chơi,Quỷ có thể chọn không tấn công & phải làm việc này 1 lần trong game. Người ác nhận thông tin bắt đầu như thường.,,,,Không tấn công
undertaker,Chôn cất,"Mỗi đêm*, bạn biết nhân vật nào chết bởi Hành Quyết hôm nay.",,Nếu có người bị Hành Quyết  Cho xem thẻ nhân vật của người đó.,,Hành quyết
vigormortis,Vigormortis,"Mỗi đêm*, chọn 1 người: họ chết. Tay sai bạn giết được giữ chức năng & đầu độc 1 hàng xóm là Dân làng. [−1 Lữ khách]",,"Vigormortis chỉ 1 người. Người đó chết. Nếu họ là Tay sai, họ giữ chức năng và 1 trong những hàng xóm Dân làng của họ bị trúng độc.",,"Chết,Có chức năng,Trúng độc"
virgin,Trinh nữ,"Lần đầu bạn bị Biểu Quyết, nếu người chọn bạn là Dân Làng, họ bị Hành Quyết ngay lập tức.",,,,Hết chức năng
vizier,Vizier,"All players know who you are. You can not die during the day. If good voted, you may choose to execute immediately.",Announce 'The Vizier is in play' and state which player they are.,,,
vortox,Vortox,"Mỗi đêm*, chọn 1 người: họ chết. Chức năng của Dân làng luôn cho thông tin sai. Mỗi ngày, nếu không ai bị Hành Quyết, Phe Xấu thắng.",,Vortox chỉ 1 người. Người đó chết.,,Chết
voudon,Voudon,Chỉ có bạn và người chết được bỏ phiếu. Họ không cần thẻ vote để làm vậy. Hơn 50% số phiếu là không cần thiết.,,,,
washerwoman,Thợ giặt,"Đêm đầu tiên, bạn biết chức năng của Dân Làng thuộc về 1 trong 2 người.","Cho xem thẻ nhân vật Dân Làng trong cuộc. Chỉ 2 người, 1 trong số họ là nhân vật đó.",,,"Dân Làng,Sai"
widow,Góa phụ,"Trong đêm đầu của bạn, nhìn Sách ma thuật & chọn 1 người: họ bị trúng độc. 1 người thiện biết có Góa phụ trong cuộc.","Cho Góa phụ xem Sách ma thuật đến khi họ không cần nữa. Góa phụ chỉ 1 người. Người đó bị trúng độc. Gọi 1 người tốt dậy. Cho xem lá 'Những nhân vật này trong cuộc', và thẻ nhân vật Góa phụ.",,Biết,Trúng độc
witch,Phù thủy,"Mỗi đêm, chọn 1 người: nếu họ chọn người biểu quyết ngày mai, họ chết. Nếu còn 3 người sống, bạn mất chức năng này.","Phù thủy chỉ 1 người. Nếu người đó biểu quyết ngày mai, họ chết ngay lập tức.","Nếu còn 4 người sống trở lên: Phù thủy chỉ 1 người. Nếu người đó biểu quyết ngày mai, họ chết ngay lập tức.",,Bị nguyền
zombuul,Zombuul,"Mỗi đêm*, nếu không ai chết hôm nay, chọn 1 người: họ chết. Lần đầu bạn chết, bạn sống nhưng tính là chết.",,Nếu không ai chết trong ngày: Zombuul chỉ 1 người. Người đó chết.,,"Chết hôm nay,Chết"
