id,name,ability,firstNightReminder,otherNightReminder,remindersGlobal,reminders
preacher,Pregador,"A cada noite, escolha um jogador: caso ele seja um Lacaio, saberá que foi escolhido. Todos os Lacaios escolhidos não têm habilidade.",O Pregador escolhe um jogador. Se esse jogador for um Lacaio: Acorde o alvo. Informe-o que foi escolhido pelo Pregador. O alvo não tem habilidade a partir de agora.,O Pregador escolhe um jogador. Se esse jogador for um Lacaio: Acorde o alvo. Informe-o que foi escolhido pelo Pregador. O alvo não tem habilidade a partir de agora.,,Sem habilidade
professor,Cientista,"Uma vez por jogo, à noite*, escolha um jogador morto: se ele for um Cidadão, é revivido.",,"Se o Cientista ainda não usou a habilidade: O Cientista pode fazer 'não' com a cabeça, ou apontar para um jogador morto. Se o alvo for um Cidadão, revive.",,"Sem habilidade,Vivo"
psychopath,Psicopata,"A cada dia, antes das nomeações, você pode escolher um jogador publicamente: ele morre. Quando executado, você só morre se perder em um ""jo-ken-po"".",,,,
pukka,Pukka,"A cada noite, escolha um jogador: Ele está envenenado. O jogador envenenado anteriormente morre e então é desenvenenado.",A Pukka aponta para um jogador. Esse jogador fica envenenado.,A Pukka aponta para um jogador. Esse jogador fica envenenado. O jogador envenenado anteriormente morre e fica desenvenenado.,,"Envenenado,Morto"
puzzlemaster,Enigmático,"1 jogador está Bêbado, mesmo que você morra. Você pode adivinhar quem é ele(uma chance). Se acertar, saiba quem é o Demônio, mas se errar, essa informação é falsa.",,,,"Bêbado,Chance usada"
ravenkeeper,Mestre dos Corvos,"Se você morrer à noite, será acordado para escolher um jogador: saiba o personagem dele.",,"Se o Mestre dos Corvos morreu esse noite, o Mestre dos Corvos escolhe um jogador. Mostre o token de personagem dele.",,
recluse,Recluso,"Você pode ser registrado como se fosse Demônio ou Lacaio do mal, mesmo quando morto.",,,,
revolutionary,Revolucionário,"2 jogadores vizinhos têm o mesmo alinhamento e todos sabem quem são. Uma vez por jogo, um deles pode ser registrado falsamente.",,,,Registra Falsamente?
riot,Pandemônio,"Nomeados morrem, mas podem nomear novamente imediatamente (no dia 3, é obrigatório). Após o dia 3, o Mal vence. [Todos os Lacaios são Pandemônio]",,,,
sage,Sábio,"Se você for morto pelo Demônio, saiba que ele é 1 dentre 2 jogadores.",,"Se o Sábio foi morto por um Demônio: aponte para dois jogadores, um dos quais é esse Demônio.",,
sailor,Marinheiro,"A cada noite, escolha um jogador vivo: você ou ele está bêbado até o anoitecer. Você não pode morrer.","O Marinheiro aponta para um jogador. Marque ou Marinheiro, ou o jogador escolhido como 'Bêbado'.",Remova o token 'Bêbado'. O Marinheiro aponta para um jogador. Marque o Marinheiro ou o jogador escolhido como 'Bêbado'.,,Bêbado
saint,Santo,"Se você morrer por execução, o seu time perde.",,,,
savant,Prodígio,"A cada dia, você pode visitar o Narrador para saber 2 coisas em segredo: 1 é verdadeira e 1 é falsa.",,,,
scapegoat,Bode Expiatório,"Se um jogador do mesmo alinhamento for executado, você pode ser executado em vez disso.",,,,
scarletwoman,Mulher Escarlate,"Se há 5 ou mais jogadores vivos e o Demônio morrer, você se torna o Demônio. (Viajantes não contam)",,"Se a Mulher Escarlate se tornou o Demônio hoje, avise-a mostrando o token *VOCÊ É* seguido do token do Demônio.",,Demônio
seamstress,Costureira,"Uma vez por jogo, à noite, você pode escolher 2 jogadores (exceto você): você descobre se eles têm o mesmo alinhamento.",A Costureira pode escolhe 2 jogadores. Sinalize 'sim' ou 'não' com a cabeça. (lembrete),A Costureira pode escolhe 2 jogadores. Sinalize 'sim' ou 'não' com a cabeça. (lembrete),,Sem habilidade
sentinel,Sentinela,Pode haver 1 Forasteiro a mais ou a menos.,,,,
shabaloth,Shabaloth,"A cada noite*, escolha 2 jogadores: ele morrem. Um jogador morto escolhido na noite anterior pode reviver.",,Um dos jogadores escolhidos pelo Shabaloth na noite anterior pode ser ressuscitado. O Shabaloth aponta para dois jogadores. Esses jogadores morrem.,,"Morto 1,Morto 2"
slayer,Atirador,"Uma vez por jogo, durante o dia, escolha um jogador publicamente: se ele for o Demônio, morre.",,,,Sem habilidade
snakecharmer,Encantador de Serpentes,"A cada noite, escolha um jogador vivo: se o ele for um Demônio, troca de personagem e alinhamento com você, e então fica envenenado.",O Encantador de Serpentes escolhe um jogador vivo. Se escolheu o Demônio: Mostre o token 'Você é' e o torn de personagem do Demônio. Mostre o polegar para biaxo. Troque os tokens de personagem do Encantador de Serpentes com o do Demônio. Coloque o antigo Encantador de Serpentes para dormir. Acorde o Demônio antigo. Mostre o token 'Você é' e o token do Encantador de Serpentes e mostre o polegar para cima. (lembrete),O Encantador de Serpentes escolhe um jogador vivo. Se escolheu o Demônio: Mostre o token 'Você é' e o torn de personagem do Demônio. Mostre o polegar para biaxo. Troque os tokens de personagem do Encantador de Serpentes com o do Demônio. Coloque o antigo Encantador de Serpentes para dormir. Acorde o Demônio antigo. Mostre o token 'Você é' e o token do Encantador de Serpentes e mostre o polegar para cima. (lembrete),,Envenenado
snitch,Dedo-duro,Lacaios começam sabendo de 3 personagens fora de jogo.,"Após a etapa de informar Lacaios, acorde ca Lacaios e mostre 3 tokens de personagens fora do jogo.",,,
soldier,Soldado,Você está a salvo do Demônio.,,,,
spiritofivory,Espírito de Marfim,Não pode haver mais de 1 jogador do mal extra.,,,,Sem mal extra
spy,Espião,"A cada noite, você vê o Grimório.
Você pode ser registrado como se fosse
Cidadão ou Forasteiro do bem, mesmo morto.",Mostre o Grimório para o Espião pelo tempo que ele precisar.,Mostre o Grimório para o Espião pelo tempo que ele precisar.,,
steward,Comissário,Você começa sabendo um jogador do bem.,Aponte para um jogador.,,,Sabe
stormcatcher,Storm Catcher,"Diga o nome de um personagem bom. Se estiver em jogo, o personagem só pode morrer por execução, mas o Mal sabe quem é aquele personagem.",,,,Imune
sweetheart,Queridinha,"Se você morrer, um jogador está bêbado.",,"Se a Queridinha morreu, marque um jogador como 'Bêbado'.",,Bêbado
tealady,Moça do Chá,"Se ambos os seus vizinhos vivos são bons, eles não podem morrer.",,,,Não pode morrer
thief,Ladrão,"A cada noite, escolha um jogador (exceto você): o voto dele conta negativamente amanhã.",O Ladrão aponta para um jogador. Marque o alvo com o token 'voto negativo'.,O Ladrão aponta para um jogador. Marque o alvo com o token 'voto negativo'.,,Voto Negativo
tinker,Imprudente,Você pode morrer a qualquer momento.,,O Imprudente pode morrer.,,Morto
towncrier,Arauto da Cidade,"A cada noite*, saiba se um Lacaio nomeou hoje.",,"Faça 'sim' ou 'não' com a cabeça para indicar se algum Lacaio nomeou hoje. Coloque o lembrete 'Lacaios não nomearam' (remova 'Lacaio nomeou', se for o caso).",,"Lacaio nomeou,Lacaios não nomearam"
toymaker,Brinquinheiro,O Demônio pode escolher não atacar e deve fazer isso pelo menos uma vez no jogo. Demônio e Lacaios começam sabendo uns dos outros.,,,,Não Ataca
undertaker,Coveiro,"A cada noite*, saiba qual personagem morreu por execução hoje.",,"Se um jogador foi executado hoje, mostre o token do personagem dele.",,Morreu hoje
vigormortis,Vigormortis,"A cada noite*, você escolhe um jogador: ele morre. Lacaios que você mata mantêm suas habilidades e envenenam um vizinho cidadão. [-1 Forasteiro].",,"O Vigormortis escolhe um jogador. O jogador morre. Se o alvo for Lacaio, mantêm sua habilidade e um de seus vizinhos Cidadãos é envenenado.",,"Envenenado,Morto,Tem Habilidade"
virgin,Virgem,"Na 1ª vez que você é nomeado, se o nomeador for um Cidadão, ele é executado imediatamente.",,,,Sem habilidade
vizier,Vizir,"Todos os jogadores sabem quem você é. Você não pode morrer durante o dia. Se o bem votou, você pode optar por executar imediatamente.","Anuncie ""O Vizir está em jogo"" e diga qual jogador ele é.",,,
vortox,Vortox,"A cada noite*, escolha um jogador: ele morre. Habilidades de Cidadão geram informações falsas. A cada dia, se ninguém for executado, o Mal vence.",,"O Vortox escolhe um jogador, o alvo morre.",,Morto
voudon,Voudon,Apenas você e os mortos podem votar. Não é necessário ter tokens de voto para isso. Não é necessário um mínimo de 50% de votos.,,,,
washerwoman,Lavadeira,Você começa sabendo que 1 dentre 2 jogadores é um Cidadão específico.,Mostre o token de personagem Cidadão. Aponte para os jogadores *CIDADÃO* e *ERRADO*.,,,"Cidadão,Errado"
widow,Viúva,"Na sua primeira noite, veja o Grimório e escolha um jogador: ele está envenenado. 1 jogador do bem sabe que a Viúva está em jogo.",Mostre o Grimório para a viúva. A viúva escolhe um jogador. Esse jogador está envenenado. Acorde um jogador bom. Informe-o que a Viúva está em jogo.,,Sabe,Envenenado
witch,Feiticeira,"A cada noite, escolha um jogador: se o alvo nomear durante o dia, morre. Se apenas 3 jogadores estão vivos, você perde esta habilidade.",A Feiticeira escolhe um jogador. (lembrete),A Feiticeira escolhe um jogador. (lembrete),,Amaldiçoado
zombuul,Zombuul,"A cada noite*, se ninguém hoje de dia, escolha um jogador: ele morre. Na 1ª vez que você for morrer, continua vivo, mas é registrado como morto.",,Se ninguém morreu durante o dia: o Zombuul aponta para um jogador. O alvo morre.,,"Morreu de dia,Morto"
