id,name,ability,firstNightReminder,otherNightReminder,remindersGlobal,reminders
philosopher,Filosof,"Éin gong i løpet av spelet, om natta, vel ei god rolle: tileign deg den evna. Om rolla allereie er i spel, er dei no full.","Filosofen anten ristar på hovudet for ""nei"", eller peikar på ei god rolle på rollearket. Om dei vel rolle: Byt ut Filosof-brikka med den valde rolla, og marker rolla med ""Er Filosofen"". Om rolla allereie er i spel, marker spelaren som har rolla med ""Full"".","Om Filosofen enno ikkje har nytta evna si: Filosofen anten ristar på hovudet for ""nei"", eller peikar på ei god rolle på rollearket. Om dei vel rolle: Byt ut Filosof-brikka med den valde rolla, og marker rolla med ""Er Filosofen"". Om rolla allereie er i spel, marker spelaren som har rolla med ""Full"".","Full,Er Filosofen",
pithag,Markkjerring,"Kvar natt*, vel ein spelar & ei rolle dei vert til (om ikkje i spel). Om ein Demon vert til, er dødsfall i natt vilkårlege.",,"Markkjerringa peikar mot ein spelar og på ei rolle på rollearket. Om rolla ikkje er i spel, vekk spelaren og vis dei ""Du er""-kortet, og så den relevante rollebrikka. Om rolla allereie er i spel, hender ingenting.",,
pixie,Nisse,"Du veit frå byrjinga av spelet 1 Borgar i spel. Om du var manisk du var denne rolla, tileign deg evna deira når dei døyr.",Vis Nissen rollebrikka til ein Borgar i spel.,,,"Manisk,Har evne"
po,Py,"Kvar natt*, vel ein spelar som døyr, eller vel ingen. Om du førre natt valde ingen, vel 3 spelarar i natt.",,"Om Pyen valde ingen førre natt: Pyen peikar mot tre spelarar. Elles: Pyen anten ristar på hovudet for ""nei"", eller peikar mot ein spelar. Valde spelarar døyr.",,"Daud,3 åtak"
poisoner,Forgiftar,"Kvar natt, vel ein spelar: dei er forgifta i natt og morgondagen.",Forgiftaren peikar mot ein spelar. Spelaren vert forgifta.,Den førre forgifta spelaren er ikkje lenger forgifta. Forgiftaren peikar mot ein spelar. Spelaren vert forgifta.,,Forgifta
politician,Politikar,"Om du er spelaren mest ansvarleg for at ditt lag tapa, byt lojalitet og vinn, sjølv om du er daud.",,,,
poppygrower,Valmuedyrkar,"Lakeiar & Demonar kjenner ikkje til kvarandre. Om du døyr, lærer dei kven kvarandre er om natta.",Ikkje opplys Demonen eller Lakeiane kven kvarandre er.,"Om Valmuedyrkaren har døydd, vis Demonen og Lakeiane kven kvarandre er.",,Vondt vaknar
preacher,Predikant,"Kvar natt, vel ein spelar: Lakeiar, om dei vert valde, lærer dette. Valde lakeiar er evnelause.","Predikanten vel ein spelar. Om Predikanten vel ein Lakei, vekk Lakeien og vis dei ""Denne rolla valde deg""-kortet, og så Predikant-brikka.","Predikanten vel ein spelar. Om Predikanten vel ein Lakei, vekk Lakeien og vis dei ""Denne rolla valde deg""-kortet, og så Predikant-brikka.",,Ved ei preike
professor,Professor,"Éin gong i løpet av spelet, om natta*, vel ein daud spelar: om dei er ein Borgar, vert dei gjenoppliva.",,"Om Professoren enno ikkje har nytta evna si: Professoren anten ristar på hovudet for ""nei"", eller peikar mot ein spelar. Om spelaren er ein Borgar, er dei no i live.",,"I live,Evnelaus"
psychopath,Galning,"Kvar dag, før det vert opna opp for nominasjonar, kan du offentleg velje ein spelar: dei døyr. Om du vert avretta, døyr du berre om du tapar stein, saks, papir.",,,,
pukka,Pukka,"Kvar natt, vel ein spelar: dei vert forgifta. Den førre forgifta spelaren døyr, og vert så frisk att.",Pukkaen peikar mot ein spelar. Spelaren vert forgifta.,Pukkaen peikar mot ein spelar. Spelaren vert forgifta. Førre forgifta spelar døyr.,,"Forgifta,Daud"
puzzlemaster,Puslar,"1 spelar er full, sjølv etter at du er daud. Du har éin freistnad på å gisse kven. Giss rett & lær kven Demonen er, men giss feil & tak imot galen kunnskap.",,,,"Full,Gissing nytta"
ravenkeeper,Ramnherre,"Om du døyr om natta, vert du vekt for å velje ein spelar: lær rolla deira.",,"Om Ramnherren døydde i natt, vekk dei. Ramnherren peikar mot ein spelar, vis dei rollebrikka til spelaren dei valde.",,
recluse,Eremitt,"Du kan verte tydd som vond & som ein Lakei eller Demon, sjølv i dauden.",,,,
revolutionary,Revolusjonær,"Det er kjent at 2 nabospelarar har same lojalitet. Éin gong i løpet av spelet, 1 av dei vil verte tydd gale.",,,,Tyde gale?
riot,Opprør,"Nominerte spelarar døyr, men kan rett etter nominere ein annan (den tredje dagen må dei). Vondt vinn etter den tredje dagen er gått. [Alle Lakeiar er Opprør]",,,,
sage,Vismann,"Om Demonen drep deg, lær at Demonen er 1 av 2 spelarar.",,"Om Vismannen vart drepe av ein Demon: Peik mot to spelarar, der ein av dei er Demonen.",,
sailor,Sjømann,"Kvar natt, vel ein levande spelar: anten du eller dei er full til skyming. Du kan ikkje døy.",Sjømannen peikar mot ein levande spelar: Anten sjømannen eller den valde spelaren er full.,Den førre fulle spelaren er ikkje lenger full. Sjømannen peikar mot ein levande spelar: Anten sjømannen eller den valde spelaren er full.,,Full
saint,Helgen,"Om du døyr ved avretting, tapar laget ditt.",,,,
savant,Gåverik,Kvar dag kan du vitje Forteljaren for å lære 2 ting i fortrulegheit: 1 er sann & 1 er galen.,,,,
scapegoat,Syndebukk,"Om ein lagfelle vert avretta, kan det hende du døyr i staden for dei.",,,,
scarletwoman,Babylon,"Om 5 eller fleire spelarar enno lever & Demonen døyr, vert til Demonen. (Omreisande tel ikkje med)",,"Om Babylon vart til Demonen i dag, vis dei ""Du er""-kortet og så Demon-brikka.",,Demon
seamstress,Syerske,"Éin gong i løper av spelet, om natta, vel 2 spelarar utanom deg sjølv: lær om dei har same lojalitet.","Syerska anten ristar på hovudet for ""nei"", eller peikar mot to andre spelarar. Om Syerska vel spelarar, vis med hovudet (nikk for ""ja"" eller rist for ""nei"") om spelarane har same lojalitet.","Om Syerska enno ikkje har nytta evna si: Syerska anten ristar på hovudet for ""nei"", eller peikar mot to andre spelarar. Om Syerska vel spelarar, vis med hovudet (nikk for ""ja"" eller rist for ""nei"") om spelarane har same lojalitet.",,Evnelaus
sentinel,Grensevakt,Det kan hende 1 flere eller 1 færre Einstøing er i spel.,,,,
shabaloth,Sjabalata,"Kvar natt*, vel 2 spelarar: dei døyr. Det kan hende ein daud spelar du valde førre natt vert kasta opp att.",,Éin spelar Sjabalataen valde førre natt kan verte kasta opp att. Sjabalataen peikar mot to spelarar. Spelarane døyr.,,"Daud,I live"
slayer,Monsterjeger,"Éin gong i løpet av spelet, om dagen, offentleg vel ein spelar: om dei er Demonen, døyr dei.",,,,Evnelaus
snakecharmer,Slangetemjar,"Kvar natt, vel ein levande spelar: ein vald Demon byter rolle & lojalitet med deg & vert så forgifta.","Slangetemjaren peikar mot ein spelar. Om spelaren er Demonen, byt rolla og lojaliteten til Slangetemjaren og Demonen. Vekk kvar av dei opp for å fortelje dei om den nye rolla og lojaliteten deira. Marker den nye Slangetemjaren med ""Forgifta"".","Slangetemjaren peikar mot ein spelar. Om spelaren er Demonen, byt rolla og lojaliteten til Slangetemjaren og Demonen. Vekk kvar av dei opp for å fortelje dei om den nye rolla og lojaliteten deira. Marker den nye Slangetemjaren med ""Forgifta"".",,Forgifta
snitch,Tystar,Lakeiar veit frå byrjinga av spelet 3 roller ikkje i spel.,"Etter lakeiopplysingane, vekk kvar Lakei og vis dei tre roller ikkje i spel. Rollene kan vere dei same eller ulike frå rollene vist til Demonen.",,,
soldier,Soldat,Du er trygg frå Demonen.,,,,
spiritofivory,Kvite Elefanten,Det kan ikkje vere meir enn 1 ekstra vond spelar.,,,,Ingen ekstra vond
spy,Spion,"Kvar natt, sjå inn i Boka. Du kan verte tydd som god & som ein Borgar eller Einstøing, sjølv i dauden.",La Spionen sjå inn i Boka for så lenge dei treng.,La Spionen sjå inn i Boka for så lenge dei treng.,,
steward,Steward,You start knowing 1 good player.,Point to 1 good player.,,,Know
stormcatcher,Utpeika,"Sei ei god rolle. Om ho er i spel, kan rolla berre døy ved avretting, men vonde spelarar lærer kven som har ho.","Marker ein god spelar ""Trygg"". Vekk kvar av dei vonde spelarane og vis dei den markerte spelaren.",,,Trygg
sweetheart,Søtnos,Når du døyr vert 1 spelar full.,,Vel kven du gjer full.,,Full
tealady,Tedame,"Dei 2 levande naboane dine kan ikkje døy, om dei båe er gode.",,,,Kan ikkje døy
thief,Tjuv,"Kvar natt, vel ein spelar utanom deg sjølv: røysta deira tel negativt i morgon.","Tjuven peikar mot ein spelar. Marker spelaren med ""Negativ røyst"".","Tjuven peikar mot ein spelar. Marker spelaren med ""Negativ røyst"".",,Negativ røyst
tinker,Oppfinnar,Du kan døy kva tid som helst.,,Oppfinnaren kan døy.,,Daud
towncrier,Utropar,"Kvar natt*, lær om ein Lakei nominerte i dag.",,"Vis med hovudet (nikk for ""ja"" eller rist for ""nei"") om ein Lakei nominerte i dag. Fjern ""Lakei nominerte""-markøren om han fanst, og plasser ""Lakei nominerte ikkje"".",,"Lakei nominerte,Lakei nominerte ikkje"
toymaker,Handverkar,Demonen kan velje å ikkje åtake & må gjere dette minst éin gong i løpet av spelet. Vonde spelarar får vanleg kunnskap i byrjinga av spelet.,,"Om det er natt og eit åtak frå Demonen kan gjere slutt på spelet, og Demonen er markert ""Siste natta: Inkje åtak"": Demonen handlar ikkje i natt. Ikkje vekk dei.",,Inkje åtak
undertaker,Gravar,"Kvar natt*, lær kva rolle døydde ved avretting i dag.",,"Om ein spelar døydde ved avretting i dag, vis rollebrikka deira.",,Avretta
vigormortis,Vigmort,"Kvar natt*, vel ein spelar: dei døyr. Lakeiar du drep beheld evna si & forgiftar 1 Borgar-nabo. [-1 Einstøing]",,"Vigmorten peikar mot ein spelar. Spelaren døyr. Om spelaren er ein Lakei, beheld dei evna si og forgiftar ein av Borgar-naboane sine.",,"Daud,Har evne,Forgifta"
virgin,Jomfru,Den fyrste som nominerer deg vert avretta med det same om dei er ein Borgar.,,,,Evnelaus
vizier,Vizier,"All players know who you are. You can not die during the day. If good voted, you may choose to execute immediately.",Announce 'The Vizier is in play' and state which player they are.,,,
vortox,Kvervelbeist,"Kvar natt, vel ein spelar: dei døyr. Borgar-evner gjev galen kunnskap. Kvar dag, om ingen vert avretta, vinn vondt.",,Kvervelbeistet peikar mot ein spelar. Spelaren døyr.,,Daud
voudon,Åndemanar,Berre du og daude spelarar kan røyste. Dei treng ikkje ei dauderøyst for å gjere det. Eit fleirtal (50%) av røystene er ikkje lenger eit krav.,,,,
washerwoman,Vaskekone,Du veit frå byrjinga av spelet at 1 av 2 gjevne spelarar er ein bestemd Borgar.,"Vis rollebrikka til ein Borgar som er i spel. Peik mot to spelarar, kor ein av dei har den rolla.",,,"Borgar,Feil"
widow,Enke,"I den fyrste natta di, sjå inn i Boka & vel ein spelar: dei vert forgifta. 1 god spelar veit at ei Enke er i spel.","La Enka sjå inn i Boka for så lenge dei treng. Enka peikar mot ein spelar. Spelaren vert forgifta. Vekk ein god spelar, vis dei ""Disse rollene er i spel""-kortet og så Enke-brikka.",,Veit,Forgifta
witch,Heks,"Kvar natt, vel ein spelar: om dei nominerer i morgon, døyr dei. Om berre 3 spelarar lever, misser du evna di.","Heksa peikar mot ein spelar. Om spelaren nominerer i morgon, døyr dei med det same.","Om fire eller fleire spelarar enno lever: Heksa peikar mot ein spelar. Om spelaren nominerer i morgon, døyr dei med det same.",,Forheksa
zombuul,Dauguul,"Kvar natt*, om ingen døydde i dag, vel ein spelar: dei døyr. Fyrste gongen du døyr, lever du i staden, men vert av alle andre tydd som daud.",,Om ingen døydde om dagen: Dauguulen peikar mot ein spelar. Spelaren døyr.,,"Døydde i dag,Daud"
