id,name,ability,firstNightReminder,otherNightReminder,remindersGlobal,reminders
puzzlemaster,Pusselmästare,"1 spelare är full, även om du dör. Om du gissar (ett försök) vem det är, får du reda på vilken spelare som är Demonen, men gissar du fel får du falsk information.",,,,"Full,Har gissat"
ravenkeeper,Korpskötare,"Om du dör om natten, blir du väckt och väljer en spelare: du lär dig deras karaktär.",,Om Korpskötaren dör inatt: Korpskötaren pekar på en spelare. Visa den spelarens karaktär,,
recluse,Enstöring,"Du kan registrera som ond & som Undersåte eller Demon, även om du är död.",,,,
revolutionary,Revolutionär,"Alla vet att 2 stycken grannar är på samma lag. En gång per spel, en av dom registrerar falskt.",,,,Register Falsely?
riot,Upplopp,"Nominerade spelare dör, men får nominera igen direkt (på dag 3 måste de). Efter dag 3 vinner onda. [Alla Undersåtar är Upplopp]",,,,
sage,Vis,"Om Demonen dödar dig, lär du dig att det är 1 av 2 spelare.",,"Om den Vise dör av Demonen: Peka på 2 spelare, en av dem är Demonen.",,
sailor,Sjöman,"Varje natt, välj en levande spelare: antingen du eller dem är full tills skymning. Du kan inte dö.",Sjömannen pekar på en levande spelare. Antingen Sjömannen eller den valde spelaren är full.,Den tidigare fulla spelaren är inte längre full. Sjömannen pekar på en levande spelare. Antingen Sjömannen eller den valda spelaren är full.,,Full
saint,Helgon,"Om du dör av avrättning, förlorar ditt lag.",,,,
savant,Savant,"Varje dag, får du besöka Berättaren för att privat få reda på 2 saker: 1 är sann & 1 är falsk.",,,,
scapegoat,Syndabock,"Om en spelare på ditt lag blir avrättad, kan du bli avrättad istället.",,,,
scarletwoman,Damen i Rött,"Om det är 5 eller fler spelare levande & Demonen dör, blir du Demonen. (Resande räknas inte)",,"Om Damen i Rött blev Demon idag: Visa dem ""Du är"" kortet och sedan Demonens pollett.",,Demon
seamstress,Sömmerska,"En gång per spel, under natten, välj 2 spelare (inte dig själv): du får reda på om de är på samma lag.","Sömmerskan skakar antingen huvudet för nej eller pekar på 2 spelare. Om Sömmerskan valde spelare, nicka för ja eller skaka på huvudet för nej beroende på om de är i samma lag.","Om Sömmerskan inte har använt sin förmåga: Sömmerskan skakar antingen huvudet för nej eller pekar på 2 spelare. Om Sömmerskan valde spelare, nicka för ja eller skaka på huvudet för nej beroende på om de är på samma lag.",,Ingen förmåga
sentinel,Vakt,Det kan vara 1 extra eller 1 färre Utbölingar i spel.,,,,
shabaloth,Shabaloth,"Varje natt*, välj 2 spelare: de dör. En död spelare du valde förra natten kan bli återupplivad.",,En spelare som Shabaloth valde förra natten kan bli återupplivad. Shabaloth pekar på 2 spelare. De spelarna dör.,,"Död,Levande"
slayer,Baneman,"En gång per spel, under dagen, välj offentligt en spelare: om den är Demonen, dör den.",,,,Ingen förmåga
snakecharmer,Ormtjusare,"Varje natt, välj en levande spelare: en vald Demon byter karaktär & lag med dig & är sedan förgiftad.",Ormtjusaren pekar på en spelare. Om den spelare är Demonen: byt Demonen och Ormtjusarens karaktär och lag. Väck varje spelare och informera dem om deras nya karaktär och lag. Den nya Ormtjusaren är förgiftad.,Ormtjusaren pekar på en spelare. Om den spelare är Demonen: byt Demonen och Ormtjusarens karaktär och lag. Väck varje spelare och informera dem om deras nya karaktär och lag. Den nya Ormtjusaren är förgiftad.,,Förgiftad
snitch,Tjallare,Undersåtar börjar att veta 3 karaktärer som inte är med i spelet.,Efter Undersåte-info väck varje Undersåte och visa dem 3 karaktärer som inte är med i spelet. Dessa kan vara de samma eller olika från varandra och de som visas till Demonen.,,,
soldier,Soldat,Du är säker från Demonen.,,,,
spiritofivory,Spirit Of Ivory,Det kan inte finnas mer än 1 extra ond spelare.,,,,No extra evil
spy,Spion,"Varje natt, du får se Grimoaren. Du kan registrera som god & som Bybo eller Utböling, även om du är död.",Visa Spionen Grimoaren så länge de behöver.,Visa Spionen Grimoaren så länge de behöver.,,
steward,Steward,You start knowing 1 good player.,Point to 1 good player.,,,Know
stormcatcher,Stormfångare,"Välj en god karaktär. Om den är i spel, kan de bara dö av avrättning, men onda spelare vet vilken spelare det är.",,,,Safe
sweetheart,Sötnos,"När du dör, 1 spelare är full från och med nu.",,Välj en spelare som är full.,,Full
tealady,Tedam,"Om båda dina levande grannar är goda, kan de inte dö.",,,,Kan inte dö
thief,Tjuv,"Varje natt, välj en spelare (inte dig själv): deras röst räknas negativt imorgon.","Tjuven pekar på en spelare. Lägg Tjuvens ""Negativ röst"" markör bredvid den valda spelarens karaktär-pollett.","Tjuven pekar på en spelare. Lägg Tjuvens ""Negativ röst"" markör bredvid den valda spelarens karaktär-pollett.",,Negativ röst
tinker,Meckare,Du kan dö när som helst.,,Meckaren kan dö.,,Död
towncrier,Stadsutropare,"Varje natt*, du lär dig om en Undersåte nominerade idag.",,"Nicka ""ja"" eller skaka på huvudet ""nej"" beroende på om en Undersåte nominerade idag. Placera ""Undersåte inte nominerat"" markören (ta bort ""Undersåte nominerade"" om det finns någon).",,"Undersåte inte nominerat,Undersåte nominerade"
toymaker,Leksaksmakare,Demonen kan välja att inte attackera & måste göra det minst en gång per spel. Onda spelare får normal start-information.,,,,No Attack
undertaker,Gravgrävare,"Varje natt*, du lär dig vilken karaktär som dog av avrättning idag.",,Om en spelare var avrättad idag: Visa den spelarens karaktär.,,Avrättad
vigormortis,Vigormortis,"Varje natt*, välj en spelare: de dör. Undersåtar du dödar behåller deras förmåga & förgiftar 1 Bybo granne. [−1 Utböling]",,"Vigormortis pekar på en spelare. Den spelaren dör. Om en Undersåte väljs, behåller de sin förmåga och 1 av deras Bybo grannar blir förgiftad.",,"Död,Förgiftad,Har förmåga"
virgin,Oskuld,"Den första gången du blir nominerad, om den som nominerar är Bybo, blir den avrättade direkt.",,,,No ability
vizier,Vizier,"All players know who you are. You can not die during the day. If good voted, you may choose to execute immediately.",Announce 'The Vizier is in play' and state which player they are.,,,
vortox,Vortox,"Varje natt*, välj en spelare: de dör. Bybors förmågor ger falsk info. Varje dag, om ingen blir avrättad, vinner onda.",,Vortox pekar på en spelare. Den spelaren dör.,,Död
voudon,Voudon,Endast du och de döda kan rösta. De behöver inte en röst-pollett för att göra det. Det krävs inte en 50% majoritet.,,,,
washerwoman,Tvätterska,Du börjar veta att 1 av 2 spelare är en specifik Bybo.,"Visa en Bybo som är i spel. Peka på två spelare, varav en är den karaktären.",,,"Bybo,Fel"
widow,Änka,"På din första natt, titta på Grimoaren och välj en spelare: den är fögiftad. 1 god spelare vet att en Änka är i spel.","Visa Änkan Grimoaren så länge de behöver. Änkan pekar på en spelare. Den spelaren är förgiftad. Väck en god spelare. Visa dem ""De här karaktärerna är i spel"" kortet, sedan Änka-polletten.",,Vet,Förgiftad
witch,Häxa,"Varje natt, välj en spelare: om de nominerar imorgon, dör de. Om 3 eller färre spelare lever förlorar du din förmåga.",Häxan pekar på en spelare. Om den spelaren nominerar imorgon dör de direkt.,Om det är 4 eller fler levande spelare: Häxan pekar på en spelare. Om den spelaren nominerar imorgon dör de direkt.,,Förhäxad
zombuul,Zombuul,"Varje natt*, om ingen dog idag, välj en spelare: de dör. Den första gången du dör, lever du men registrerar som död.",,Om ingen dog under dagen: Zombuul pekar på en spelare. Den spelaren dör.,,"Dog idag,Död"
