id,name,ability,firstNightReminder,otherNightReminder,remindersGlobal,reminders
pixie,Tündér,"Megtudsz egy játékban lévő Városit. Ha rögeszméd, hogy az a karakter vagy, megkapod a képességét, hogyha meghal.",Show the Pixie 1 in-play Townsfolk character token.,,,"Has ability,Rögeszmés"
po,Po,"Éjjelente* választhatsz egy játékost: meghal. Ha utolsó választásod senki nem volt, 3 játékost válassz aznap éjjel.",,"If the Po chose no-one the previous night: The Po points to three players. Otherwise: The Po either shows the 'no' head signal , or points to a player. Chosen players die",,"3 attacks,Halott"
poisoner,Méregkészítő,Éjjelente válassz egy játékost. Ez a játékos mérgezett lesz aznap éjjel és holnap napközben is.,The Poisoner points to a player. That player is poisoned.,The previously poisoned player is no longer poisoned. The Poisoner points to a player. That player is poisoned.,,Poisoned
politician,Politikus,"Ha te vagy a játékos, aki a legjobban felelős a csapatod vereségéért, csapatot cserélsz és nyersz, még ha halott is vagy.",,,,
poppygrower,Máktermesztő,"Követők és Démonok nem ismerik egymást. Amikor meghalsz, megismerik egymást aznap éjjel.",Do not inform the Demon/Minions who each other are,"If the Poppy Grower has died, show the Minions/Demon who each other are.",,Evil wakes
preacher,Prédikátor,"Éjjelente válasz egy játékost: Ha egy Követő akit választasz, megtudja. Minden kiválasztott Követő elveszti a képességét.","The Preacher chooses a player. If a Minion is chosen, wake the Minion and show the 'This character selected you' card and then the Preacher token.","The Preacher chooses a player. If a Minion is chosen, wake the Minion and show the 'This character selected you' card and then the Preacher token.",,At a sermon
professor,Professzor,"Egyszer a játék során, éjjel, válassz egy halott játékost: ha Városi, feltáRögeszmés.",,"If the Professor has not used their ability: The Professor either shakes their head no, or points to a player. If that player is a Townsfolk, they are now alive.",,"Alive,No ability"
psychopath,Pszihopata,"Minden nap a jelölések elött publikusan választhatsz egy játékost: meghal. Ha kivégeznek, csak akkor halhatsz meg, ha elveszítesz egy kő-papír-olló-t.",,,,
pukka,Pukka,Éjjelente válassz egy játékost: mérgezett lesz. Az előzőleg megmérgezett játékos meghal és egészséges lesz.,The Pukka points to a player. That player is poisoned.,The Pukka points to a player. That player is poisoned. The previously poisoned player dies.,,"Halott,Poisoned"
puzzlemaster,Puzzlemester,"1 játékos részeg, akkor is ha halott vagy. Ha helyesen megtippeled ki az (1-szer), akkor megtudod ki a Démon, de ha rosszul tippelsz, akkor téves infót kapsz.",,,,"Drunk,Guess used"
ravenkeeper,Hollónevelő,"Ha éjjel halsz meg, felébredsz, hogy válassz egy játékost: megtudod a karakterét.",,If the Ravenkeeper died tonight: The Ravenkeeper points to a player. Show that player’s character token.,,
recluse,Remete,"Gonosznak (akár Démonnak vagy Követőnek) tűnhetsz mások számára, akár a halálod után is.",,,,
revolutionary,Forradalmár,"2 szomszédos játékos tudja egymásról, hogy ugyanaz a csapatuk. Egyszer a játék során az egyikük hibásan látszódik.",,,,Register Falsely?
riot,Lázadó,"Jelöltek meghalnak, de lehet jelölni újra azonnal (3. nap kötelező is). 3. után a Gonoszak nyernek. (minden Követő Lázadó)",,,,
sage,Bölcs,"Ha a démon megöl, két embert megtudsz akiből valamelyik Démon.",,"If the Sage was killed by a Demon: Point to two players, one of which is that Demon.",,
sailor,Tengerész,"Éjjelente válassz egy élő játékost: Vagy te, vagy ő részeg lesz szürkületig. Nem halhatsz meg.","The Sailor points to a living player. Either the Sailor, or the chosen player, is drunk.","The previously drunk player is no longer drunk. The Sailor points to a living player. Either the Sailor, or the chosen player, is drunk.",,Drunk
saint,Szent,"Ha kivégzés miatt halsz meg, a csapatod elveszíti a játékot.",,,,
savant,Tudós,"Minden nap elmehetsz a Mesélővel, hogy kapj 2 információt privátban: 1 igaz, 1 hamis.",,,,
scapegoat,Bűnbak,"Ha egy játékost a te csapatodból kivégeznek, lehet, hogy téged végeznek ki helyette.",,,,
scarletwoman,Romlott nő,"Ha 5 vagy több játékos életben van , és ha a Démon meghal, te válsz a Démonná (Utazók nem számítanak).",,"If the Scarlet Woman became the Demon today: Show the 'You are' card, then the demon token.",,Demon
seamstress,Varrónő,"Egyszer a játék során, éjjel, válassz 2 játékost (magadat nem lehet): megtudod, hogy azonos csapatban vannak-e.","The Seamstress either shows a 'no' head signal, or points to two other players. If the Seamstress chose players , nod 'yes' or shake 'no' for whether they are of same alignment.","If the Seamstress has not yet used their ability: the Seamstress either shows a 'no' head signal, or points to two other players. If the Seamstress chose players , nod 'yes' or shake 'no' for whether they are of same alignment.",,No ability
sentinel,Őrszem,Lehet 1-el több vagy kevesebb Kívülálló a játékban.,,,,
shabaloth,Shabaloth,"Éjjelente* válassz 2 játékost: ők meghalnak. Lehet, hogy felöklendezel egy halott játékost, akit előző éjjel választottál.",,One player that the Shabaloth chose the previous night might be resurrected. The Shabaloth points to two players. Those players die.,,"Alive,Halott"
slayer,Démonvadász,"Egyszer a játék során, napközben, nyilvánosan válassz egy játékost. Ha ő a Démon, azonnal meghal.",,,,No ability
snakecharmer,Kigyóbűvölő,"Éjjelente válassz egy élő játékost: Ha ő Démon, akkor karaktert és csapatot cserél veled, majd részeggé teszed.",The Snake Charmer points to a player. If that player is the Demon: swap the Demon and Snake Charmer character and alignments. Wake each player to inform them of their new role and alignment. The new Snake Charmer is poisoned.,The Snake Charmer points to a player. If that player is the Demon: swap the Demon and Snake Charmer character and alignments. Wake each player to inform them of their new role and alignment. The new Snake Charmer is poisoned.,,Poisoned
snitch,Spicli,"Követők megtudnak 3 karaktert, akik nincsenek játékban.",After Minion info wake each Minion and show them three not-in-play character tokens. These may be the same or different to each other and the ones shown to the Demon.,,,
soldier,Katona,Védett vagy a Démonnal szemben.,,,,
spiritofivory,Elefántcsont szelleme,Legfeljebb 1 extra Gonosz játékos lehet játékban.,,,,No extra evil
spy,Kém,"Éjjelente megnézheted a Grimoárt. Jónak, Városinak és Kívülállónak is tűnhetsz a többi játékosnak, még akkor is, ha már meghaltál.",Show the Grimoire to the Spy for as long as they need.,Show the Grimoire to the Spy for as long as they need.,,
steward,Steward,You start knowing 1 good player.,Point to 1 good player.,,,Know
stormcatcher,Viharvadász,"Nevezz meg egy Jó karaktert. Ha játékban van, csak kivégzéssel halhat meg, de a Gonoszak megtudják, hogy ki az.",,,,Safe
sweetheart,Édesem,"Ha meghalsz, egy játékos részeg lesz ezután.",,Choose a player that is drunk.,,Drunk
tealady,Teakészítő,"Ha mindkét élő szomszédja Jó, nem halhatnak meg.",,,,Can not die
thief,Tolvaj,Éjjelente válassz egy játékost (ne magadat): az ő szavazata negatívnak számít másnap.,The Thief points to a player. Put the Thief's 'Negative vote' reminder by the chosen player's character token.,The Thief points to a player. Put the Thief's 'Negative vote' reminder by the chosen player's character token.,,Negative vote
tinker,Kontár,Meghalhatsz akármikor.,,The Tinker might die.,,Halott
towncrier,Kikiáltó,"Éjjelente* megtudod, ha egy Követő jelölt aznap.",,"Nod 'yes' or shake head 'no' for whether a Minion nominated today. Place the 'Minion not nominated' marker (remove 'Minion nominated', if any).",,"Minion nominated,Minions not nominated"
toymaker,Játékkészítő,"A Démon választhatja, hogy nem táRögeszmés és egyszer kötelező meg is tennie a játék során. Gonosz játékosok normálisan kapnak kezdő információt.",,,,No Attack
undertaker,Sírásó,"Éjjelente* megtudod, hogy nappal melyik karakter halt meg kivégzésben.",,If a player was executed today: Show that player’s character token.,,Executed
vigormortis,Vigormortis,"Éjjelente* válassz egy játékost: meghal. Ha Követőt ölsz, akkor megtartja képességét és mérgezett lesz 1 szomszédos Városi. (-1 Kívülálló)",,"The Vigormortis points to a player. That player dies. If a Minion, they keep their ability and one of their Townsfolk neighbours is poisoned.",,"Halott,Has ability,Poisoned"
virgin,Szűz,"Amikor első alkalommal gyanusítanak, és a gyanusító Városi, őt végzik ki.",,,,No ability
vizier,Vizier,"All players know who you are. You can not die during the day. If good voted, you may choose to execute immediately.",Announce 'The Vizier is in play' and state which player they are.,,,
vortox,Vortox,"Éjjelente* válassz egy játékost: meghal. A Városiak képességei kötelezően hamis infót adnak. Ha senkit se végeznek ki nappal, a Gonoszak nyernek.",,The Vortox points to a player. That player dies.,,Halott
voudon,Voodoo pap,Csak te és a halott játékosok szavazhatnak: nincs szükségük szavazó tokenre és az 50%os többségre sem.,,,,
washerwoman,Mosónő,"Megtudod, hogy 2 játékos közül az egyik egy bizonyos Városi.","Show the character token of a Townsfolk in play. Point to two players, one of which is that character.",,,"Townsfolk,Wrong"
widow,Fekete özvegy,"Első éjszakádon nézd meg a Grimoárt és válassz egy játékost: megmérgezed. Valamelyik Jó játékos tudja, hogy Özvegy van a játékban.","Show the Grimoire to the Widow for as long as they need. The Widow points to a player. That player is poisoned. Wake a good player. Show the 'These characters are in play' card, then the Widow character token.",,Knows,Poisoned
witch,Boszorkány,"Éjjelente válassz egy játékost: ha jelöl másnap, meghal. Ha már csak 3 játékos él, elveszíted a képességed.",The Witch points to a player. If that player nominates tomorrow they die immediately.,If there are 4 or more players alive: The Witch points to a player. If that player nominates tomorrow they die immediately.,,Cursed
zombuul,Zombuul,"Éjjelente* ha nem halt meg senki aznap, válassz egy játékost: meghal. Első alkalommal amikor meghalsz, életben maradsz, de halottnak látszol.",,If no-one died during the day: The Zombuul points to a player. That player dies.,,"Halott,Died today"
