id,name,ability,firstNightReminder,otherNightReminder,remindersGlobal,reminders
preacher,Pastor,"Cada noche, Elegí un jugador: un Secuaz se entera si es elegido. Los Secuaces elegidos se quedan sin habilidad.","El Pastor elige un jugador. Si elige un Secuaz, despertalo y mostrale la carta 'Este personaje te eligió' y la ficha del Pastor.","El Pastor elige un jugador. Si elige un Secuaz, despertalo y mostrale la carta 'Este personaje te eligió' y la ficha del Pastor.",,En un sermon
professor,Profesor,"Una vez por partida, en la noche*, elegí un jugador muerto: si es un Ciudadano, revive.",,"Si el Profesor no usó su habilidad: El Profesor indica que 'no' con la cabeza o apunta a un jugador muerto. Si ese jugador es un Ciudadano, vuelve a la vida.",,"Vivo,Sin habilidad"
psychopath,Psicópata,"Cada dia, antes de las nominacion, podés elegir a un jugador públicamente: muere. Si sos ejecutado, solo moris si perdes piedra papel o tijera.",,,,
pukka,Pukka,"Cada noche, Elegí un jugador: es envenenado. El jugador que fue envenenado antes muere y luego se vuelve saludable.",El Pukka apunta a un jugador. Ese jugador es envenenado.,El Pukka apunta a un jugador. Ese jugador es envenenado. El jugador que fue envenenado antes muere.,,"Envenenado,Muerto"
puzzlemaster,Maestro de Rompecabezas,"1 jugador está borracho, incluso si moris. Si adivinas (un intento) quien es, aprendes quién es el Demonio, pero si te equivocas conseguis información errónea.",,,,"Borracho,Inteno usado"
ravenkeeper,Cuidador de Cuervos,"Si moris en la noche, te despiertan para elegir un jugador: aprendes su personaje.",,Si el Cuidador de Cuervos murió esta noche: El Cuidador de Cuervos apunta a un jugador. Mostrale la ficha de personaje de ese jugador.,,
recluse,Recluso,"Puede que registres como malvado y como Secuaz o Demonio, incluso si estás muerto.",,,,
revolutionary,Revolucionario,"Sabes que 2 jugadores vecinos son del mismo alineamiento. Una vez por partida, uno registra erroneamente.",,,,Registra Erroneamente?
riot,Disturbio,"Los nominados mueren, pero pueden nominar devuelta inmediatamente (en el 3er dia, deben). Después del 3er dia, el mal gana. [Todos los Secuazes son Disturbio]",,,,
sage,Sabio,"Si el Demonio te mata, aprendes que es 1 de 2 jugadores.",,"Si el Sabio fue asesinado por el Demonio: Apunta a dos jugadores, de los cuales uno es el Demonio.",,
sailor,Marinero,"Cada noche, elegí un jugador vivo: el o vos estan borrachos hasta el atardecer. No podés morir.",El Marinero apunta a un jugador vivo. El jugador elegido o el Marinero está borracho.,El jugador que fue emborrachado antes ya no está borracho. El Marinero apunta a un jugador vivo. El jugador elegido o el Marinero está borracho.,,Borracho
saint,Santo,"Si morís por ejecución, tu equipo pierde.",,,,
savant,Erudito,"Cada dia, podés visitar al Narrador para aprender 2 cosas en privado: 1 es verdadera & 1 es falsa.",,,,
scapegoat,Chivo Expiatorio,"Si un jugador de tu alineamiento es ejecutado, puede que vos seas ejecutado en su lugar.",,,,
scarletwoman,Mujer Escarlata,"Si 5 o más jugadores siguen vivos y el Demonio muere, te convertís en el Demonio. (Viajeros no cuentan)",,"Si la Mujer Escarlata se convirtió en el Demonio hoy: Mostrale la carta 'Vos sos', y después la ficha de demonio.",,Demonio
seamstress,Costurera,"Una vez por partida, en la noche, Elegí 2 jugadores (vos no): aprendes si son del mismo alineamiento.","La Costurera indica que 'no' con la cabeza o apunta a dos jugadores. SI la Costurera eligió jugadores, asenti o nega dependiendo de si tienen el mismo alineamiento.","Si la Costurera no usó su habilidad: La Costurera indica que 'no' con la cabeza o apunta a dos jugadores. SI la Costurera eligió jugadores, asenti o nega dependiendo de si tienen el mismo alineamiento.",,Sin habilidad
sentinel,Centinela,Puede que haya 1 Forastero más o menos en juego.,,,,
shabaloth,Shabaloth,"Cada noche*, Elegí 2 jugadores, mueren. Un jugador muerta que hayas elegido la noche pasado puede ser regurgitado.",,Un jugador elegido por el Shabaloth la noche anterior puede ser resucitado. El Shabaloth apunta a dos jugadores. Esos jugadores mueren.,,"Muerto,Vivo"
slayer,Exterminador,"Una vez por partida, durante el dia, Elegí a un jugador públicamente: si es el Demonio, muere.",,,,Sin habilidad
snakecharmer,Encantador de Serpientes,"Cada noche, elegí un jugador vivo: si Elegís un Demonio cambian de personaje y alineamiento y es envenenado.",El Encantador de Serpientes apunta a un jugador. Si ese jugador es el Demonio: cambia los personajes y alineamientos del Encantador de Serpiente y el Demonio. Desperta a cada jugador para informarles su nuevo rol y alineamiento. El nuevo Encantador de Serpientes es envenenado.,El Encantador de Serpientes apunta a un jugador. Si ese jugador es el Demonio: cambia los personajes y alineamientos del Encantador de Serpiente y el Demonio. Desperta a cada jugador para informarles su nuevo rol y alineamiento. El nuevo Encantador de Serpientes es envenenado.,,Envenenado
snitch,Soplón,Los Secuaces empiezan sabiendo 3 personajes fuera de juego.,"Luego de la información de Secuaces, desperta a cada Secuaz y mostrale tres fichas de personaje fuera de juego. Pueden ser las mismas o distintas entre sí o de las que le mostraste al Demonio.",,,
soldier,Soldado,Estás a salvo del Demonio.,,,,
spiritofivory,Espíritu de Marfil,No puede haber más de 1 jugador malvado adicional.,,,,Sin malos adicionales
spy,Espía,"Cada noche, ves el Grimorio. Puede que registres como bueno y como Ciudadano o Forastero, incluso muerto.",Mostrale el Grimorio al Espía por el tiempo que necesite. ,Mostrale el Grimorio al Espía por el tiempo que necesite. ,,
steward,Steward,You start knowing 1 good player.,Point to 1 good player.,,,Know
stormcatcher,Cazador de Tormentas,"Nombra a un personaje bueno. Si está en juego, solo puede morir por ejecución, pero los jugadores malos saben quien es.",,,,A salvo
sweetheart,Cariño,"Cuando moris, 1 jugador está borracho de ahí en adelante.",,"Elegí a un jugador que se emborracha,",,Borracho
tealady,Dama del Té,"Si ambos de tus vecinos son buenos, no pueden morir.",,,,No puede morir
thief,Ladrón,"Cada noche, Elegí un jugador (no vos mismo): su voto cuenta como negativo mañana.",El Ladrón apunta a un jugador. Pone el recordatorio de 'Voto negativo' junto a la ficha de personaje del jugador elegido.,El Ladrón apunta a un jugador. Pone el recordatorio de 'Voto negativo' junto a la ficha de personaje del jugador elegido.,,Voto negativo
tinker,Inventor,Puede que mueras en cualquier momento.,,Puede que el Inventor muera.,,Muerto
towncrier,Pregonero,"Cada noche*, sabes si un Secuaz nominó hoy.",,"Asenti o nega dependiendo si un Secuaz nominó hoy. Pone el marcador 'Secuaces no nominaron' (quita 'Secuaz nomino', si hay alguno).",,"Secuazes no nominaron,Secuaz nomino"
toymaker,Juguetero,El Demonio puede elegir no atacar y debe hacerlo al menos una vez esta partida. Los jugadores malvados empiezan con información normal.,,,,Sin Ataque
undertaker,Enterrador,"Cada noche*, aprendes qué personaje murió por ejecución hoy.",,Si un jugador fue ejecutado hoy: Mostrale la ficha de personaje del jugador. ,,Ejecutado
vigormortis,Vigormortis,"Cada noche*, Elegí un jugador: muere. Secuaces que mates mantienen su habilidad y envenenan 1 vecino Ciudadano. [-1 Forastero] ",,"El Vigormortis apunta a un jugador. Ese jugador muere. Si es un Secuaz, mantiene su habilidad y uno de sus vecinos Ciudadanos es envenenado.",,"Muerto,Tiene habilidad,Envenenado"
virgin,Virgen,"La 1era vez que sos nominado, si el nominador es un Ciudadano, es ejecutado inmediatamente.",,,,Sin habilidad
vizier,Vizier,"All players know who you are. You can not die during the day. If good voted, you may choose to execute immediately.",Announce 'The Vizier is in play' and state which player they are.,,,
vortox,Vortox,"Cada noche*, Elegí un jugador: muere. Las habilidades de Ciudadano dan información falsa. Cada dia, si nadie es ejecutado, el mal gana.",,El Vortox apunta a un jugador. Ese jugador muere.,,Muerto
voudon,Vudú,Solo los muertos pueden votar. No necesitan una ficha de voto para hacerlo. No se requiere una mayoría del 50%.,,,,
washerwoman,Lavandera,Empezas sabiendo que 1 de 2 jugadores es un Ciudadano en particular.,"Mostrale una ficha de personaje a la Lavander. Apunta a dos jugadores, de los cuales uno es ese personaje.",,,"Ciudadano,Equivocado"
widow,Viuda,"En tu 1era noche, mira al Grimorio y elegí un jugador: esta envenenado. 1 jugador bueno sabe que la Viuda está en juego.","Mostrale el Grimorio a la Viuda por el tiempo que necesite. La Viuda apunta a un jugador. Ese jugador es envenenado. Desperta a un jugador bueno. Mostrale la carta 'Este jugador te eligio', y después la ficha de personaje de la Viuda.",,Sabe,Envenenado
witch,Bruja,"Cada noche, Elegí un jugador: si nomina mañana, muere. Si solo quedan 3 jugadores vivos, perdes esta habilidad.","La Bruja apunta a un jugador. Si ese jugador nomina mañana, muere instantaneamente.",Si hay 4 o más jugadores vivos: La Bruja apunta a un jugador. Si el jugador nomina mañana muere instantáneamente.,,Maldito
zombuul,Zombuul,"Cada noche*, si nadie murio hoy, Elegí un jugador: muere. La 1er vez que moris, vivis pero registras como muerto.",,Si nadie murió durante el dia: El Zombuul apunta a un jugador. Ese jugador muere.,,"Murió hoy,Muerto"
